date,time,subject
2009-10-24,09:55:35,I've tried 'java -Xmx512m... ' but I still can't  	increase my heap size.
2009-10-24,10:00:36,Open Database from WEKA through Java
2009-10-23,14:10:09,RE: [Realist] Cluster Comparison
2009-10-23,14:19:40,Classification Algorithms
2009-10-24,10:42:47,Classification Algorithms
2009-10-23,14:47:10,Classification Algorithms
2009-10-23,14:52:25,RE: [Realist] Cluster Comparison
2009-10-24,11:19:09,RE: [Realist] Cluster Comparison
2009-10-24,00:24:16,Classification Algorithms
2009-10-23,19:28:46,RE: [Realist] Cluster Comparison
2009-10-24,15:55:53,RE: [Realist] Cluster Comparison
2009-10-23,20:07:50,RE: [Realist] Cluster Comparison
2009-10-24,16:19:38,RE: [Realist] Cluster Comparison
2009-10-24,22:06:34,Question on Association Rules
2009-10-25,10:53:39,Question on Association Rules
2009-10-25,00:42:32,"WEKA Learning Curve, amount of training instances Bug"
2009-10-25,11:58:35,"WEKA Learning Curve, amount of training instances Bug"
2009-10-25,01:24:37,"WEKA Learning Curve, amount of training instances Bug"
2009-10-25,12:54:55,"WEKA Learning Curve, amount of training instances Bug"
2009-10-25,02:16:15,"WEKA Learning Curve, amount of training instances Bug"
2009-10-25,04:19:37,please vote
2009-10-25,13:41:39,saving clusters to new arff files
2009-10-25,19:36:27,RE: [Realist] Cluster Comparison
2009-10-26,05:56:42,Classifiers
2009-10-26,10:02:39,"[PSP, VPSP implementation ]"
2009-10-26,14:24:18,Classifiers
2009-10-26,20:41:51,Question on Association Rules
2009-10-26,15:16:08,String attributes
2009-10-26,15:38:04,String attributes
2009-10-27,07:32:56,Question on Association Rules
2009-10-27,07:37:12,String attributes
2009-10-27,07:38:01,String attributes
2009-10-26,20:35:40,Re: locally weighted regression problem
2009-10-26,15:12:31,constant number of training instances per class
2009-10-26,22:25:55,constant number of training instances per class
2009-10-27,09:56:53,Re: locally weighted regression problem
2009-10-25,20:52:18,Different Cluster Results When Running From Command Line
2009-10-27,12:59:35,Different Cluster Results When Running From Command  	Line
2009-10-27,13:07:28,"WEKA Learning Curve, amount of training instances Bug"
2009-10-26,19:25:55,Different Cluster Results When Running From Command  	Line
2009-10-27,15:33:40,Different Cluster Results When Running From Command  	Line
2009-10-27,10:33:43,constant number of training instances per class
2009-10-27,11:35:00,Blobs in ARFF files
2009-10-27,23:42:38,Blobs in ARFF files
2009-10-27,08:57:02,Help with NeuralNetwork Classifier
2009-10-28,00:03:43,Help with NeuralNetwork Classifier
2009-10-27,13:51:18,Re: locally weighted regression problem
2009-10-27,15:00:28,question on string to wordvector filter
2009-10-27,17:54:56,Using weka in my own code generates exception
2009-10-27,11:39:37,Advice about n-grams and comparing vectors
2009-10-28,07:51:58,question on string to wordvector filter
2009-10-28,07:58:18,Using weka in my own code generates exception
2009-10-28,08:06:17,Advice about n-grams and comparing vectors
2009-10-27,12:11:12,Advice about n-grams and comparing vectors
2009-10-28,09:17:00,Blobs in ARFF files
2009-10-28,10:06:05,Re: locally weighted regression problem
2009-10-27,22:16:30,Advice about n-grams and comparing vectors
2009-10-27,22:23:47,A question about 0% accuracy
2009-10-27,15:26:48,Advice about n-grams and comparing vectors
2009-10-27,15:36:49,Advice about n-grams and comparing vectors
2009-10-28,12:48:29,A question about 0% accuracy
2009-10-28,12:59:14,Advice about n-grams and comparing vectors
2009-10-28,18:02:56,Re: locally weighted regression problem
2009-10-28,09:26:02,Error in visualizing a Bayes net
2009-10-28,01:35:13,Model bag needs atleast 1 Model
2009-10-28,10:01:17,Using weka in my own code generates exception
2009-10-28,10:54:48,Using weka in my own code generates exception
2009-10-28,11:29:57,Bayesian network by WEKA using BayesNet classifier
2009-10-28,11:33:30,Using weka in my own code generates exception
2009-10-28,14:00:10,Classifiers
2009-10-28,14:06:50,Replacing missing values
2009-10-28,15:10:28,Replacing missing values
2009-10-28,14:15:58,Classifiers
2009-10-28,14:17:32,Replacing missing values
2009-10-28,16:00:20,ReplaceMissingValues filter from java code
2009-10-28,17:00:42,Replacing missing values
2009-10-28,17:11:37,[ Sequential data] arff format
2009-10-29,07:47:53,Using weka in my own code generates exception
2009-10-29,07:50:01,Using weka in my own code generates exception
2009-10-29,07:56:39,ReplaceMissingValues filter from java code
2009-10-29,08:00:14,Replacing missing values
2009-10-29,08:01:57,Replacing missing values
2009-10-29,08:03:30,Replacing missing values
2009-10-29,08:04:25,[ Sequential data] arff format
2009-10-28,22:03:48,converting a dataset
2009-10-29,09:20:13,converting a dataset
2009-10-28,17:55:59,Re: Classifiers
2009-10-28,22:20:07,[ Sequential data] arff format
2009-10-29,10:40:53,[ Sequential data] arff format
2009-10-28,22:55:06,[ Sequential data] arff format
2009-10-28,23:18:28,Re: Classifiers
2009-10-28,23:04:59,Advice about n-grams and comparing vectors
2009-10-28,16:07:14,How I can avaliate different  classifier's model of a 	same function Classifier
2009-10-29,12:08:55,How I can avaliate different classifier's model of a  	same function Classifier
2009-10-29,00:30:09,Replacing missing values
2009-10-29,12:40:16,Replacing missing values
2009-10-29,13:18:06,Advice about n-grams and comparing vectors
2009-10-28,17:23:50,How I can avaliate different classifier's model of a 	same function Classifier
2009-10-29,13:27:45,How I can avaliate different classifier's model of a  	same function Classifier
2009-10-29,03:29:34,How to change the attribute value of a multi-instance?
2009-10-29,01:16:11,changing attribute selection algorithm
2009-10-29,14:06:48,Replacing missing values
2009-10-29,14:25:59,Classifiers
2009-10-29,14:01:08,Feature representation 
2009-10-29,14:53:28,Classifiers
2009-10-29,18:13:56,"""weighted average"" of AUC etc. ?"
2009-10-29,18:09:48,extracting conditional probabilites after building the  bayesian network using BayesNet
2009-10-29,18:17:24,Student's t-test is accessible from WEKA?
2009-10-30,07:46:38,Student's t-test is accessible from WEKA?
2009-10-30,07:51:57,changing attribute selection algorithm
2009-10-30,07:55:20,extracting conditional probabilites after building the 	bayesian network using BayesNet
2009-10-30,08:43:51,"""weighted average"" of AUC etc. ?"
2009-10-30,08:48:51,How to change the attribute value of a multi-instance?
2009-10-29,21:09:30,Error in visualizing a Bayes net
2009-10-29,15:35:53,How I can avaliate different classifier's model of a 	same function Classifier
2009-10-30,04:35:00,converting a dataset
2009-10-29,22:42:58,changing attribute selection algorithm
2009-10-30,14:49:38,Conditional probabilities java code after constructing  the bayesian network 
2009-10-30,16:22:28,"""weighted average"" of AUC etc. ?"
2009-10-30,11:40:38,changing attribute selection algorithm
2009-10-30,22:32:29,Advice about n-grams and comparing vectors
2009-10-01,08:24:16,question on saving the results buffer in knowledge flow
2009-04-30,16:05:24,summing instances
2009-04-30,18:28:34,Incomplete Frequent Items in the Apriori-Algorithm
2009-04-30,20:36:34,Question about Transforming and Normalizing of attributes
2009-05-01,07:50:01,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_Help=3A_how_to_save_predicted_r?= 	=?GB2312?Q?esults_back_into_the_arfffile=3F?=
2009-04-30,13:27:37,MLP stopped automatically in mid way?
2009-05-01,08:47:34,summing instances
2009-04-30,23:45:33,Question about Transforming and Normalizing of  	attributes
2009-05-01,13:24:49,=?gb2312?B?tPC4tDogtPC4tDogW1dla2FsaXN0XSBIZWxwOiBob3cgdG8gc2F2ZQ==?= 	=?gb2312?B?IHByZWRpY3RlZCByZXN1bHRzIGJhY2sgaW50byB0aGUgYXJmZmZpbGU/?=
2009-04-30,23:23:05,"Hi, Sir/Mdm, one question about DBSCAN"
2009-05-01,19:10:06,Incomplete Frequent Items in the Apriori-Algorithm
2009-05-01,19:26:17,=?GB2312?B?UmU6ILTwuLQ6ILTwuLQ6IFtXZWthbGlzdF0gSGVscDogaG93IHRvIHNhdmUgcHJl?= 	=?GB2312?B?ZGljdGVkIHJlc3VsdHMgYmFjayBpbnRvIHRoZSBhcmZmZmlsZT8=?=
2009-05-01,19:34:11,"Hi, Sir/Mdm, one question about DBSCAN"
2009-05-01,19:44:20,question about multi-classes
2009-05-01,10:50:03,Question about Transforming and Normalizing of  	attributes
2009-05-01,11:21:00,Question about Transforming and Normalizing of  	attributes
2009-05-01,17:40:24,=?UTF-8?B?562U5aSNOiDnrZTlpI06IOetlOWkjTogW1dla2FsaXN0XSBIZWxwOiBob3c=?= 	=?UTF-8?B?IHRvIHNhdmUgcHJlZGljdGVkIHJlc3VsdHMgYmFjayA=?= 	=?UTF-8?B?aW50byB0aGUgYXJmZmZpbGU/?=
2009-05-01,21:51:01,=?GB2312?B?UmU6ILTwuLQ6ILTwuLQ6ILTwuLQ6IFtXZWthbGlzdF0gSGVscDogaG93IHRvIA==?= 	=?GB2312?B?c2F2ZSBwcmVkaWN0ZWQgcmVzdWx0cyBiYWNrIGludG8gdGhlIGFyZmZmaWxlPw==?=
2009-05-01,12:07:14,Question about Transforming and Normalizing of  	attributes
2009-05-01,18:36:14,=?gb2312?B?tPC4tDogtPC4tDogtPC4tDogtPC4tDogW1dla2FsaXN0XSBIZWxwOg==?= 	=?gb2312?B?IGhvdyB0byBzYXZlIHByZWRpY3RlZCByZXN1bHRzIGJhY2sgaW50bw==?= 	=?gb2312?B?IHRoZSBhcmZmZmlsZT8=?=
2009-05-01,23:40:51,Help: Can we keep the unused attribute in arff file?
2009-05-01,17:17:01,Problem accessing the weka subversion source code 	repository
2009-05-01,11:49:07,Snowball
2009-05-01,14:29:40,Problem accessing the weka subversion source code 	repository
2009-05-01,22:58:16,Problem accessing the weka subversion source code 	repository
2009-05-02,13:24:46,Help: Can we keep the unused attribute in arff file?
2009-05-02,13:29:23,Snowball
2009-05-02,13:47:41,Problem accessing the weka subversion source code  	repository
2009-05-02,16:14:23,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBIZWxwOiBDYW4gd2Uga2VlcCB0aGUgdQ==?= 	=?gb2312?B?bnVzZWQgYXR0cmlidXRlIGluIGFyZmYgZmlsZT8=?=
2009-05-02,20:17:35,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_Help=3A_Can_we_keep_the_unused_?= 	=?GB2312?Q?attribute_in_arff_file=3F?=
2009-05-02,13:23:16,SimpleCart: Infinite loop makeTree()
2009-05-02,14:53:18,map histogram
2009-05-02,10:00:29,SVMAttributeEval
2009-05-02,19:31:21,Res: Snowball
2009-05-01,13:01:29,help
2009-05-03,14:28:24,SVMAttributeEval
2009-05-03,13:29:01,Kmeans and Euclidean Distance
2009-05-04,10:30:43,Kmeans and Euclidean Distance
2009-05-04,00:40:47,Kmeans and Euclidean Distance
2009-05-04,00:50:35,Problem with experimenter Analyzer output
2009-05-04,10:55:18,Problem with experimenter Analyzer output
2009-05-04,10:58:04,SimpleCart: Infinite loop makeTree()
2009-05-03,18:23:21,Comparing prediction using errorRate()
2009-05-04,01:28:25,Problem with experimenter Analyzer output
2009-05-04,11:37:21,Problem with experimenter Analyzer output
2009-05-04,01:40:26,SimpleCart: Infinite loop makeTree()
2009-05-04,09:39:17,Problem with experimenter Analyzer output
2009-05-04,02:19:00,Problem with experimenter Analyzer output
2009-05-04,14:31:30,SimpleCart: Infinite loop makeTree()
2009-05-04,11:29:06,=?gb2312?B?tPC4tDogtPC4tDogW1dla2FsaXN0XSBIZWxwOiBDYW4gd2Uga2VlcA==?= 	=?gb2312?B?IHRoZSB1bnVzZWQgYXR0cmlidXRlIGluIGFyZmYgZmlsZT8=?=
2009-05-04,11:48:37,Pruning Decision Tree
2009-05-04,12:05:34,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBQcnVuaW5nIERlY2lzaW9uIFRyZWU=?=
2009-05-04,16:01:31,Pruning Decision Tree
2009-05-04,12:01:09,Resample entire dataset
2009-05-04,13:44:52,Resample entire dataset
2009-05-04,13:06:46,Resample entire dataset
2009-05-04,04:19:07,apply multiple-filters with option example code
2009-05-04,15:10:03,Resample entire dataset
2009-05-04,14:40:46,regression: finding all possible correlations between 	all attributes
2009-05-04,15:31:29,remove bad classified instances
2009-05-04,16:44:59,customize a genetic algorithm
2009-05-04,10:04:38,errorRate() in Evaluation
2009-05-04,18:42:09,customize a genetic algorithm
2009-05-04,18:46:16,customize a genetic algorithm
2009-05-04,18:49:37,new algorithm
2009-05-04,19:16:01,Integration of weka classifiers into existing project
2009-05-05,07:44:03,apply multiple-filters with option example code
2009-05-05,07:45:14,remove bad classified instances
2009-05-05,07:49:47,customize a genetic algorithm
2009-05-05,07:52:10,new algorithm
2009-05-05,07:57:04,Integration of weka classifiers into existing project
2009-05-05,08:01:08,Comparing prediction using errorRate()
2009-05-05,08:02:30,errorRate() in Evaluation
2009-05-05,08:04:53,help
2009-05-04,13:12:12,[HELP] Java code in Weka for Walk-forward-analysis
2009-05-05,08:12:18,regression: finding all possible correlations between  	all attributes
2009-05-05,08:20:13,[HELP] Java code in Weka for Walk-forward-analysis
2009-05-04,13:27:49,[HELP] Java code in Weka for Walk-forward-analysis
2009-05-05,09:33:40,Problem accessing the weka subversion source code  	repository
2009-05-04,17:07:56,questions on weka flowrunner and commandline calls
2009-05-05,09:58:28,questions on weka flowrunner and commandline calls
2009-05-05,03:18:29,Integration of weka classifiers into existing project
2009-05-04,23:50:49,errorRate() in Evaluation
2009-05-05,20:12:19,errorRate() in Evaluation
2009-05-05,10:52:33,SimpleCart: Infinite loop makeTree()
2009-05-05,13:47:32,Incomplete Frequent Items in the Apriori-Algorithm
2009-05-05,05:39:06,2 different datasets not compatible queries
2009-05-05,06:02:53,Can a save trained model used on test dataset?
2009-05-05,16:13:19,Can a save trained model used on test dataset?
2009-05-05,16:57:47,question on attributeevaluator: InfoGain using 	rankedsearch
2009-05-05,11:05:06,2 different datasets not compatible queries
2009-05-05,12:10:51,Kmeans and Euclidean Distance
2009-05-06,07:39:03,2 different datasets not compatible queries
2009-05-06,07:44:00,Kmeans and Euclidean Distance
2009-05-05,21:47:34,Kmeans and Euclidean Distance
2009-05-06,07:55:01,question on attributeevaluator: InfoGain using  	rankedsearch
2009-05-05,14:14:24,Can a save trained model used on test dataset?
2009-05-05,14:26:29,2 different datasets not compatible queries
2009-05-06,09:34:16,2 different datasets not compatible queries
2009-05-05,15:17:57,2 different datasets not compatible queries
2009-05-06,10:24:33,2 different datasets not compatible queries
2009-05-05,15:34:32,2 different datasets not compatible queries
2009-05-06,10:36:47,2 different datasets not compatible queries
2009-05-06,09:47:20,question about multi-class data set
2009-05-06,09:47:20,about bayesian updatable
2009-05-06,13:54:56,question about multi-class data set
2009-05-06,13:59:38,about bayesian updatable
2009-05-05,19:07:38,Detect outliers
2009-05-06,14:24:22,Detect outliers
2009-05-06,00:33:18,Can a save trained model used on test dataset?
2009-05-06,00:45:54,Detect outliers
2009-05-06,10:45:54,DATAMINING
2009-05-06,11:04:40,question about multi-classes
2009-05-06,11:06:57,question about multi-classes
2009-05-06,17:51:10,DATAMINING
2009-05-06,14:58:21,classifiers vs clusters
2009-05-06,10:33:05,"question on attributeevaluator: key word extraction, 	InfoGain using rankedsearch"
2009-05-06,17:25:22,how to set opnion in java code for weka
2009-05-06,21:43:05,classifiers vs clusters
2009-05-06,21:55:04,how to set opnion in java code for weka
2009-05-06,22:02:29,"question on attributeevaluator: key word extraction,  	InfoGain using rankedsearch"
2009-05-06,05:52:59,unknow error with batch filtering
2009-05-06,15:37:23,F-measure
2009-05-06,09:38:01,---Registering Weka Editors---
2009-05-06,18:49:33,Classification with association rules
2009-05-06,10:36:50,Estimating the computation time / power required for a 	specific project? 
2009-05-06,13:58:42,Estimating the computation time / power required for a 	specific project?
2009-05-07,07:49:15,unknow error with batch filtering
2009-05-07,07:55:53,---Registering Weka Editors---
2009-05-06,16:00:13,Detect outliers
2009-05-06,16:21:15,"[DEADLINE EXTENDED] RecSys'09: Third ACM Conference on  Recommender Systems | October 22-25, 2009 | New York City"
2009-05-06,14:38:07,Association Rules with Hotspot
2009-05-07,10:29:36,Detect outliers
2009-05-07,10:31:30,Detect outliers
2009-05-06,16:21:14,Estimating the computation time / power required for a 	specific project?
2009-05-07,13:59:36,Association Rules with Hotspot
2009-05-06,22:10:26,Detect outliers
2009-05-07,10:33:52,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSAtLS1SZWdpc3RlcmluZyBXZWthIEVkaQ==?= 	=?gb2312?B?dG9ycy0tLQ==?=
2009-05-07,16:24:18,error about confusion matrix
2009-05-07,21:08:33,error about confusion matrix
2009-05-07,17:58:15,=?utf-8?B?562U5aSNOiBbV2VrYWxpc3RdIGVycm9yIGFib3V0IGNvbmZ1c2lvbiBtYXRyaXg=?=
2009-05-07,03:26:29,Help to convert image to arff format
2009-05-07,05:57:39,---Registering Weka Editors---
2009-05-07,17:19:16,question on knowledge flow
2009-05-07,08:47:55,urgent help Simple CLI freeze :s
2009-05-07,19:49:36,J48 advice
2009-05-07,20:16:52,batch filter with these datasets
2009-05-08,08:19:03,urgent help Simple CLI freeze :s
2009-05-07,17:22:26,Weka Proper Tool
2009-05-08,08:26:44,batch filter with these datasets
2009-05-07,13:27:55,urgent help Simple CLI freeze :s
2009-05-08,08:33:36,Weka Proper Tool
2009-05-08,08:42:32,J48 advice
2009-05-07,22:19:28,vectors of java objects
2009-05-07,14:22:16,Weka Proper Tool
2009-05-08,09:23:14,vectors of java objects
2009-05-08,09:25:06,Weka Proper Tool
2009-05-08,09:47:29,Detect outliers
2009-05-08,10:47:07,question on knowledge flow
2009-05-08,08:56:22,=?utf-8?B?562U5aSNOiBbV2VrYWxpc3RdIGNsYXNzaWZpZXJzIHZzIGNsdXN0ZXJz?=
2009-05-08,13:07:26,=?GB2312?B?UmU6ILTwuLQ6IFtXZWthbGlzdF0gY2xhc3NpZmllcnMgdnMgY2x1c3RlcnM=?=
2009-05-08,09:16:04,how to find out which class is an instance arrange to by 	a classifier
2009-05-08,13:31:16,how to find out which class is an instance arrange to  	by a classifier
2009-05-08,10:19:00,an error with api
2009-05-08,14:26:08,an error with api
2009-05-08,10:41:29,a question about bayes net
2009-05-08,14:47:36,a question about bayes net
2009-05-08,10:55:10,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBob3cgdG8gZmluZCBvdXQgd2hpY2ggYw==?= 	=?gb2312?B?bGFzcyBpcyBhbiBpbnN0YW5jZSBhcnJhbmdlIHRvIGJ5IGEgY2xhc3NpZmk=?= 	=?gb2312?B?ZXI=?=
2009-05-08,15:31:35,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_how_to_find_out_which_class_i?= 	=?GB2312?Q?s_an_instance_arrange_to_by_a_classifier?=
2009-05-08,12:05:27,an error for use api
2009-05-08,12:21:23,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBhbiBlcnJvciBmb3IgdXNlIGFwaQ==?=
2009-05-08,13:35:02,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBhbiBlcnJvciBmb3IgdXNlIGFwaQ==?=
2009-05-08,03:16:45,Detect outliers
2009-05-08,00:49:24,Marco Genova invites you to try out FriendFeed
2009-05-08,11:06:59,question on installation groovy plugin
2009-05-08,03:46:11,Weka with LIBSVM
2009-05-08,22:51:17,question on installation groovy plugin
2009-05-08,22:54:11,Weka with LIBSVM
2009-05-08,19:40:08,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBXZWthIHdpdGggTElCU1ZN?=
2009-05-08,05:06:14,Weka with LIBSVM
2009-05-08,20:16:27,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBXZWthIHdpdGggTElCU1ZN?=
2009-05-08,05:31:50,=?UTF-8?Q?Re:_[Wekalist]_=E7=AD=94=E5=A4=8D:_Weka_with_LIBSVM?=
2009-05-08,21:23:50,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSC08Li0OiBXZWthIHdpdGggTElCU1ZN?=
2009-05-08,15:22:19,FW: installing groovy
2009-05-08,21:31:17,About output redirection
2009-05-08,15:26:48,classifiers vs clusters
2009-05-08,06:57:34,=?UTF-8?Q?Re:_[Wekalist]_=E7=AD=94=E5=A4=8D:_?= 	=?UTF-8?Q?=E7=AD=94=E5=A4=8D:_Weka_with_LIBSVM?=
2009-05-08,08:17:34,=?UTF-8?Q?Re:_[Wekalist]_=E7=AD=94=E5=A4=8D:_?= 	=?UTF-8?Q?=E7=AD=94=E5=A4=8D:_Weka_with_LIBSVM?=
2009-05-09,00:18:56,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSC08Li0OiC08Li0OiBXZWthIHdpdGggTElCU1ZN?=
2009-05-08,14:37:56,Detect outliers
2009-05-08,13:05:30,batch filter with these datasets
2009-05-09,10:33:15,FW: installing groovy
2009-05-08,17:58:19,what should be the test dataset look like?
2009-05-09,13:32:20,Weka with LIBSVM
2009-05-09,13:35:32,what should be the test dataset look like?
2009-05-09,13:39:12,About output redirection
2009-05-09,13:41:03,batch filter with these datasets
2009-05-09,13:33:05,Detect outliers
2009-05-08,19:00:12,what should be the test dataset look like?
2009-05-09,11:45:02,can we use csv for updatable function
2009-05-09,12:23:25,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBjYW4gd2UgdXNlIGNzdiBmb3IgdXBkYQ==?= 	=?gb2312?B?dGFibGUgZnVuY3Rpb24=?=
2009-05-09,17:00:53,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_can_we_use_csv_for_updatable_?= 	=?GB2312?Q?function?=
2009-05-09,17:06:06,what should be the test dataset look like?
2009-05-09,04:50:22,what should be the test dataset look like?
2009-05-09,20:55:59,how to deal with this Error in api
2009-05-09,21:33:13,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBob3cgdG8gZGVhbCB3aXRoIHRoaXMgRQ==?= 	=?gb2312?B?cnJvciBpbiBhcGk=?=
2009-05-09,11:21:10,centroid of KMeans to be one instance
2009-05-10,12:57:22,centroid of KMeans to be one instance
2009-05-10,10:47:11,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBob3cgdG8gZGVhbCB3aXRoIHRoaXMgRQ==?= 	=?gb2312?B?cnJvciBpbiBhcGk=?=
2009-05-10,16:14:22,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_how_to_deal_with_this_Error_i?= 	=?GB2312?Q?n_api?=
2009-05-10,12:51:30,=?gb2312?B?tPC4tDogtPC4tDogW1dla2FsaXN0XSBob3cgdG8gZGVhbCB3aXRoIA==?= 	=?gb2312?B?dGhpcyBFcnJvciBpbiBhcGk=?=
2009-05-10,16:57:32,=?GB2312?B?UmU6ILTwuLQ6ILTwuLQ6IFtXZWthbGlzdF0gaG93IHRvIGRlYWwgd2l0aCB0aGlz?= 	=?GB2312?B?IEVycm9yIGluIGFwaQ==?=
2009-05-10,13:07:43,=?gb2312?B?tPC4tDogtPC4tDogtPC4tDogW1dla2FsaXN0XSBob3cgdG8gZGVhbA==?= 	=?gb2312?B?IHdpdGggdGhpcyBFcnJvciBpbiBhcGk=?=
2009-05-10,22:13:06,=?utf-8?B?562U5aSNOiDnrZTlpI06IFtXZWthbGlzdF0gaG93IHRvIGRlYWwgd2l0aCB0aA==?= 	=?utf-8?B?aXMgRXJyb3IgaW4gYXBp?=
2009-05-10,22:40:36,a question for classifier 
2009-05-11,08:40:07,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBhIHF1ZXN0aW9uIGZvciBjbGFzc2lmaWVyIA==?=
2009-05-11,14:04:00,a question for classifier
2009-05-11,10:35:58,RE: About output redirection
2009-05-11,14:37:34,RE: About output redirection
2009-05-11,11:09:24,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBSRTogQWJvdXQgb3V0cHV0IHJlZGlyZWN0aW9u?=
2009-05-11,15:22:39,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_RE=3A_About_output_redirection?=
2009-05-11,11:55:50,=?utf-8?B?562U5aSNOiBbV2VrYWxpc3RdIGEgcXVlc3Rpb24gZm9yIGNsYXNzaWZpZXI=?=
2009-05-11,12:55:30,=?gb2312?B?tPC4tDogtPC4tDogW1dla2FsaXN0XSBSRTogQWJvdXQgb3V0cHV0IA==?= 	=?gb2312?B?cmVkaXJlY3Rpb24=?=
2009-05-11,17:07:56,=?GB2312?B?UmU6ILTwuLQ6ILTwuLQ6IFtXZWthbGlzdF0gUkU6IEFib3V0IG91dHB1dCByZWRp?= 	=?GB2312?B?cmVjdGlvbg==?=
2009-05-11,14:07:26,=?gb2312?B?tPC4tDogtPC4tDogtPC4tDogW1dla2FsaXN0XSBSRTogQWJvdXQgbw==?= 	=?gb2312?B?dXRwdXQgcmVkaXJlY3Rpb24=?=
2009-05-11,14:30:20,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBhIHF1ZXN0aW9uIGZvciBjbGFzc2lmaWVy?=
2009-05-11,20:30:48,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_a_question_for_classifier?=
2009-05-11,09:02:14,Query writing an .arff file 
2009-05-11,11:31:39,weights parameter W in WLSVM
2009-05-11,17:48:32,=?utf-8?B?562U5aSNOiDnrZTlpI06IFtXZWthbGlzdF0gYSBxdWVzdGlvbiBmb3IgY2xhcw==?= 	=?utf-8?B?c2lmaWVy?=
2009-05-11,18:00:02,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBRdWVyeSB3cml0aW5nIGFuIC5hcmZmIGZpbGUg?=
2009-05-11,10:10:12,=?utf-8?b?562U5aSNOg==?= Query writing an .arff file 
2009-05-11,22:26:40,weights parameter W in WLSVM
2009-05-11,22:40:36,Query writing an .arff file
2009-05-11,22:42:49,=?GB2312?B?UmU6ILTwuLQ6IFtXZWthbGlzdF0gUXVlcnkgd3JpdGluZyBhbiAuYXJmZiBmaWxl?=
2009-05-11,12:55:22,StringToWordVector use only keywords
2009-05-11,23:14:13,StringToWordVector use only keywords
2009-05-11,05:23:05,---Registering Weka Editors---
2009-05-11,15:34:06,GSP error message
2009-05-11,22:03:45,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSAtLS1SZWdpc3RlcmluZyBXZWthIEVkaQ==?= 	=?gb2312?B?dG9ycy0tLQ==?=
2009-05-11,09:35:33,Problem with the compatibility of training and testing 	dataset.. plz help
2009-05-11,17:05:50,Re: Query writing an .arff file
2009-05-12,07:55:16,Problem with the compatibility of training and testing 	dataset.. plz help
2009-05-12,09:28:03,---Registering Weka Editors---
2009-05-12,12:23:00,HELP_ How to use tcpdump in Intrusion Detection Model 	testing ?
2009-05-12,00:17:37,HELP_ How to use tcpdump in Intrusion Detection Model  	testing ?
2009-05-11,21:49:13,Problem with the compatibility of training and 	testing dataset.. plz help
2009-05-12,16:56:05,Problem with the compatibility of training and testing 	dataset.. plz help
2009-05-12,10:29:18,Problem with the compatibility of training and testing 	dataset.. plz help
2009-05-12,10:04:35,transform csv with missing values to arff
2009-05-12,20:45:40,transform csv with missing values to arff
2009-05-12,11:07:23,transform csv with missing values to arff
2009-05-12,11:14:11,centroid of KMeans to be one instance
2009-05-12,17:53:14,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSB0cmFuc2Zvcm0gY3N2IHdpdGggbWlzc2luZyA=?= 	=?gb2312?B?dmFsdWVzIHRvIGFyZmY=?=
2009-05-12,21:52:14,transform csv with missing values to arff
2009-05-12,11:46:42,CMV and feature selection
2009-05-12,13:59:50,transform csv with missing values to arff
2009-05-12,13:43:10,Re: Query writing an .arff file
2009-05-12,19:18:24,"Re: Wekalist Digest, Vol 75, Issue 38"
2009-05-12,09:36:46,---Registering Weka Editors---
2009-05-12,12:12:28,Saving attribute summary charts in Explorer interface
2009-05-13,08:53:42,transform csv with missing values to arff
2009-05-13,08:54:52,Saving attribute summary charts in Explorer interface
2009-05-13,09:12:16,Re: Query writing an .arff file
2009-05-13,09:26:13,---Registering Weka Editors---
2009-05-13,09:35:55,CMV and feature selection
2009-05-12,21:41:45,Re: Query writing an .arff file
